Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,Jdate_found,Latitude,Longitude,Plot_ID,Plot_limit,Stake,estHatch,estHatch_julian,how_found,ad1_original_band,ad2_original_band,ad1_UL,ad1_LL,ad1_UR,ad1_LR,ad1_eng_flag,ad2_UL,ad2_LL,ad2_UR,ad2_LR,ad2_eng_flag,BandedBirds,ad1_band,ad2_band,Clutch_max,Clutch_found,floatDate,floatAge,lastInfoDate,lastInfo_jDate,fateDate,fateDate_julian,initDate,initDate_julian,incDate,hatchDate,hatchDate_julian,ageMethod,stageFnd,fate,fail_cause,adBlood,NumEggHuman,NumEggColl,NumEggLost,NumEggwithEmbryo,NumEggPred,NumEggAband,NumEggFailToHatch,NumEggAbandUnhat,NumEggUnknown,NumEggHatch,NumChicksSeen,dom_land,dom_veg,conceal,Treatment,Date_treatment,Comments,Plot_limit_corr,Known_renest
e.42,2011,nome,11nome11wesaek08,sesa,ekwon,31-May-11,151,64.4474,-164.93521,east,in,,21-Jun-11,172,searcher,140179091,140165882,"m,gfe",db,-,"w,r,w",ctn,"m,gfe",db,-,"r,y,o",elm,2,140179091,140165882,4,3,,,21-Jun-11,172,21-Jun-11,172,29-May-11,149,1-Jun-11,21-Jun-11,172,lay,lay,hatched,,b,0,0,0,unknown,0,0,,0,NA,,NA,wst,bles,75,,,Originally misrecorded as WESA/hybrid nest!  Both adults are clearly SESA in banding photos.,in,0
w.25,2011,nome,11nome11wesamw26,wesa,mwilson,05-Jun-11,156,64.44384,-164.96295,west,in,,13-Jun-11,164,searcher,140165875,140165884,db,"w,y,r","m,gfe",-,1,db,"y,dg,w","m,gfe",-,9v,2,140165875,140165884,4,4,5-Jun-11,12,26-Jun-11,177,16-Jun-11,167,21-May-11,141,24-May-11,,,float,inc,failed,abandoned,b,0,0,0,unknown,0,4,,4,NA,,NA,mst,bles,20,,,Photo,in,0
c.45,2011,nome,11nome11sesawe21,sesa,wenglish,05-Jun-11,156,64.44449,-164.94102,central,in,,18-Jun-11,169,searcher,140179129,140165885,"m,gfe",db,-,"o,r,w",cnj,"m,gfe",db,-,"y,dg,w",ekp,2,140179129,140165885,4,4,6-Jun-11,8,18-Jun-11,169,19-Jun-11,170,26-May-11,146,29-May-11,,,float,inc,unknown,,b,0,0,,unknown,,0,,0,NA,,NA,wst,bles,50,,,"Photo; 18-Jun 4 eggs, 3 have stars, 1 a small crack; 19-Jun empty; 20-Jun no sign of parents with chicks",in,0
c.14,2011,nome,11nome11sesaee44,sesa,eescajeda,09-Jun-11,160,64.44492,-164.94087,central,in,,20-Jun-11,171,searcher,140165886,140165887,"m,gfe",db,-,"y,dg,r",emk,"m,gfe",db,-,"w,y,o",eny,2,140165886,140165887,4,4,9-Jun-11,9,20-Jun-11,171,20-Jun-11,171,28-May-11,148,31-May-11,20-Jun-11,171,hatch,inc,hatched,,b,0,0,0,unknown,0,0,,0,NA,,NA,mst,bles,5,,,Photo,in,0
c.31,2014,nome,14nomesesa131,sesa,dhodkinson,08-Jun-14,159,64.44626,-164.94023,central,in,,14-Jun-14,165,searcher,193102511,140165888,-,-,gfe,m,htl,"m,gfe",db,-,"o,dg,gy",ene,2,193102511,140165888,4,4,8-Jun-14,14,14-Jun-14,165,16-Jun-14,167,22-May-14,142,25-May-14,,,float,inc,failed,observer,,0,0,0,0,4,0,,0,NA,,NA,,lom,15,geolocator_adult,,"bird with geo, 3 of 4 eggs might have been damaged from geo",in,0
c.19,2013,nome,13nome13sesa322,sesa,triecke,05-Jun-13,156,64.44576,-164.94086,central,in,,24-Jun-13,175,searcher,193102511,140165888,geo,-,gfe,m,htl,"m,gfe",db,-,"o,dg,gy",ene,2,193102511,140165888,4,4,5-Jun-13,1,13-Jun-13,164,18-Jun-13,169,1-Jun-13,152,4-Jun-13,,,float,inc,failed,predation,"m,rf",0,0,0,0,4,0,,0,NA,,NA,,wsm,10,geolocator_adult,,,in,0
c.15,2012,nome,12nome12sesawe10,sesa,wenglish,01-Jun-12,153,64.44589,-164.94089,central,in,,25-Jun-12,177,searcher,257152500,140165888,"gfe,db",-,m,"r,dg,w",ema,"m,gfe",db,-,"o,dg,gy",ene,2,257152500,140165888,3,1,7-Jun-12,2,26-Jun-12,178,25-Jun-12,177,1-Jun-12,153,5-Jun-12,25-Jun-12,177,lay,lay,hatched,,"1,ru",0,0,0,0,0,0,1,1,0,2,NA,,bles,40,,,,in,0
e.17,2011,nome,11nome11wesaee24,wesa,eescajeda,01-Jun-11,152,64.44813,-164.93512,east,in,,21-Jun-11,172,searcher,140179088,140165890,db,"y,gy,w","m,gfe",-,23,db,"r,o,dg","m,gfe",-,1k,2,140179088,140165890,3,3,,,17-Jun-11,168,19-Jun-11,170,30-May-11,150,1-Jun-11,,,lay,inc,failed,predation,b,0,0,0,unknown,3,0,,0,NA,,NA,wst,bles,40,,,,in,0
e.15,2011,nome,11nome11wesaee19,wesa,eescajeda,30-May-11,150,64.44775,-164.93517,east,in,,20-Jun-11,171,searcher,140179121,140165891,db,"w,r,gy","m,gfe",-,1v,db,"y,w,y","m,gfe",-,6,2,140179121,140165891,4,3,,,11-Jun-11,162,13-Jun-11,164,28-May-11,148,31-May-11,,,lay,lay,failed,predation,b,0,0,0,unknown,4,0,,0,NA,,NA,wst,bles,10,,,,in,0
w.16,2011,nome,11nome11wesaek15,wesa,ekwon,06-Jun-11,157,64.44459,-164.95752,west,in,,18-Jun-11,169,searcher,140179134,140165893,db,"dg,y,r","m,gfe",-,9e,db,"o,r,gy","m,gfe",-,8m,2,140179134,140165893,4,4,9-Jun-11,11,23-Jun-11,174,23-Jun-11,174,26-May-11,146,29-May-11,,,float,inc,unknown,,b,0,0,0,unknown,,0,,0,NA,,NA,mst,bles,30,,,,in,0
c.18,2013,nome,13nome13sesa321,sesa,triecke,05-Jun-13,156,64.44534,-164.9395,central,in,,28-Jun-13,179,searcher,140165859,140165898,"m,gfe",db,-,"gy,w,dg",kmv,"m,gfe",db,-,"r,gy,w",enh,2,140165859,140165898,4,2,,,13-Jun-13,164,16-Jun-13,167,4-Jun-13,155,7-Jun-13,,,lay,lay,failed,predation,rb,0,0,0,0,4,0,,0,NA,,NA,,lam,10,,,,in,0
c.51,2014,nome,14nomesesa242,sesa,sfranks,13-Jun-14,164,64.44533,-164.94223,central,in,,26-Jun-14,177,searcher,193102700,140165898,m,"dg,o,r","gfe,db",-,hye,"m,gfe",db,-,"r,gy,w",enh,2,193102700,140165898,4,4,13-Jun-14,7,28-Jun-14,179,28-Jun-14,179,5-Jun-14,156,8-Jun-14,28-Jun-14,179,hatch,inc,hatched,,,0,0,0,0,0,0,,0,NA,,NA,,lom,5,,,,in,0
c.14,2012,nome,12nome12sesamh13,sesa,mharing,01-Jun-12,153,64.44709,-164.94334,central,in,,21-Jun-12,173,searcher,257152614,140165898,"gfe,db",-,m,"w,o,w",elp,"m,gfe",db,-,"r,gy,w",enh,2,257152614,140165898,3,3,6-Jun-12,5,22-Jun-12,174,22-Jun-12,174,31-May-12,152,2-Jun-12,22-Jun-12,174,hatch,inc,hatched,,"1,ru",0,0,0,0,0,0,0,0,0,3,NA,,bles,10,,,,in,0
e.28,2011,nome,11nome11wesaee43,wesa,eescajeda,08-Jun-11,159,64.44682,-164.93564,east,in,,27-Jun-11,178,searcher,140165883,140165899,db,"r,o,gy","m,gfe",-,9x,db,"gy,w,gy","m,gfe",-,1c,2,140165883,140165899,4,4,8-Jun-11,1,24-Jun-11,175,26-Jun-11,177,4-Jun-11,155,7-Jun-11,,,float,inc,failed,predation,b,0,0,0,unknown,4,0,,0,NA,,NA,mst,bles,60,,,Photo,in,0
e.07,2013,nome,13nome13wesa103,wesa,ebkwon,02-Jun-13,153,64.44543,-164.93188,east,in,,20-Jun-13,171,searcher,257152516,140165899,db,"gy,r,o","m,gfe",-,0tc,db,"gy,w,gy","m,gfe",-,1c,2,257152516,140165899,4,4,2-Jun-13,2,7-Jun-13,158,12-Jun-13,163,28-May-13,148,31-May-13,,,float,inc,failed,predation,rf,0,0,0,0,4,0,,0,NA,,NA,,bles,10,,,,in,0
e.66,2011,nome,11nome11wesawe06,wesa,wenglish,27-May-11,147,64.44937,-164.93916,east,in,,16-Jun-11,167,searcher,140165771,140165906,db,"gy,w,y","m,gfe",-,et,db,"w,y,gy","m,gfe",-,e1,2,140165771,140165906,4,4,27-May-11,0,17-Jun-11,168,17-Jun-11,168,24-May-11,144,27-May-11,16-Jun-11,167,hatch,inc,hatched,,2,0,0,0,unknown,0,1,,1,NA,,NA,mst,bles,25,,,Photo; 17-Jun 3 chicks found with ET brooding 10m away from nest; 27-Jun one egg still remained in nest,in,0
c.43,2011,nome,11nome11sesawe15,sesa,wenglish,31-May-11,151,64.44446,-164.94499,central,in,,08-Jun-11,159,searcher,140165775,140165911,"m,gfe",db,-,"dg,gy,dg",enp,"m,gfe",db,-,"r,w,y",enu,2,140165775,140165911,4,4,31-May-11,12,31-May-11,151,1-Jun-11,152,16-May-11,136,19-May-11,,,float,inc,failed,predation,f,0,0,0,unknown,4,0,,0,NA,,NA,dest,lom,5,,,,in,0
w.19,2012,nome,12nome12sesawe12,sesa,wenglish,02-Jun-12,154,64.44416,-164.96255,west,in,,23-Jun-12,175,searcher,257152457,140165916,"m,db",-,"geo,dg",-,#b227,"m,gfe",db,"o,r,o",-,kkv,2,257152457,140165916,4,2,5-Jun-12,2,16-Jun-12,168,18-Jun-12,170,1-Jun-12,153,5-Jun-12,,,lay,lay,failed,abandoned,f,0,0,4,0,0,4,0,4,0,0,NA,,bles,5,geolocator_adult,,Geolocator #B227 Male only,in,0
,2012,nome,12nome12rnphwe21,rnph,wenglish,05-Jun-12,157,64.44394,-164.96507,west,in,,28-Jun-12,180,searcher,450177811,140165950,"dg,lb",-,"m,db",-,-,"db,db",-,"m,db",-,-,2,450177811,140165950,3,2,,,10-Jun-12,162,13-Jun-12,165,4-Jun-12,156,6-Jun-12,,,lay,lay,failed,abandoned,b,0,0,tbd,0,0,3,0,3,0,0,NA,,wsm,15,,,one egg kicked out of nest by male and broken,in,0
18,2010,nome,10nome10wesabs07,wesa,bschwarz,30-May-10,150,64.44408,-164.95485,,,,17-Jun-10,168,searcher,140165972,140165952,"m,gfe,db",-,"w,r,o",-,cj,"m,db,gfe",-,"r,o,y",-,c2,2,140165972,140165952,4,4,30-May-10,2,19-Jun-10,170,19-Jun-10,170,27-May-10,147,30-May-10,19-Jun-10,170,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,,45,,,,in,0
w.22,2012,nome,12nome12wesamh23,wesa,mharing,04-Jun-12,156,64.44448,-164.95575,west,in,,19-Jun-12,171,searcher,197100232,140165952,gfe,-,m,-,p4,"m,db,gfe",-,"r,o,y",-,c2,2,197100232,140165952,4,4,4-Jun-12,5,18-Jun-12,170,18-Jun-12,170,26-May-12,147,29-May-12,18-Jun-12,170,hatch,inc,hatched,,"ru,ru",0,0,0,0,0,0,0,0,0,4,NA,,bles,50,,,,in,0
w.02,2013,nome,13nome13wesa002,wesa,dborden,01-Jun-13,152,64.44457,-164.95654,west,in,,20-Jun-13,171,searcher,257152452,140165952,"m,db",-,"gfe,dg",-,b220/0cp,"m,db,gfe",-,"r,o,y",-,c2,2,257152452,140165952,4,4,1-Jun-13,1,8-Jun-13,159,12-Jun-13,163,28-May-13,148,31-May-13,,,float,inc,failed,predation,"rm,rf",0,0,0,0,4,0,,0,NA,,NA,,bles,40,geolocator_adult,,"Removed geolocator from B220/0CP. 1E thrown by adult when flushed may have minor damage. Egg #1 broken, yolk &amp; membrane intact.",in,0
w.01,2011,nome,11nome11wesabk03,wesa,bsandercock,28-May-11,148,64.44454,-164.95842,west,in,,17-Jun-11,168,searcher,140165973,140165955,"m,gfe,db",-,"w,r,w",-,ca,"m,gfe,db",-,"r,lb,y",-,ce,2,140165973,140165955,4,4,28-May-11,0,29-May-11,149,10-Jun-11,161,25-May-11,145,28-May-11,,,float,inc,failed,predation,rb,0,0,0,unknown,4,0,,0,NA,,NA,mst,bles,90,,,Nest very difficult to see; odd that it was depredated,in,0
19,2010,nome,10nome10wesanh07,wesa,nhentze,30-May-10,150,64.44447,-164.95818,,,,21-Jun-10,172,searcher,140165973,140165955,"m,gfe,db",-,"w,r,w",-,ca,"m,gfe,db",-,"r,lb,y",-,ce,2,140165973,140165955,4,3,,,20-Jun-10,171,20-Jun-10,171,28-May-10,148,31-May-10,20-Jun-10,171,hatch,lay,hatched,,,NA,,,,,,,0,NA,,NA,,BLES,80,,,,in,0
3,2010,nome,10nome10wesanh01,wesa,nhentze,23-May-10,143,64.4445,-164.95755,,,,12-Jun-10,163,searcher,140165953,140165956,"m,gfe,db",-,"r,y,w",-,cc,"m,gfe,db",-,"r,lg,w",-,cv,2,140165953,140165956,4,4,25-May-10,2,15-Jun-10,166,15-Jun-10,166,23-May-10,143,26-May-10,15-Jun-10,166,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,BLES,15,,,,in,0
w.03,2012,nome,12nome12wesamh01,wesa,mharing,29-May-12,150,64.44467,-164.95657,west,in,,20-Jun-12,172,searcher,257152452,140165956,"m,db",-,"geo,dg",-,#b220,"m,gfe,db",-,"r,lg,w",-,cv,2,257152452,140165956,4,2,,,21-Jun-12,173,21-Jun-12,173,28-May-12,149,1-Jun-12,20-Jun-12,172,lay,lay,hatched,,"m,rf",1,0,1,0,0,0,0,0,0,3,NA,,bles,15,geolocator_adult,,Geolocator #B220,in,0
e.11,2011,nome,11nome11wesaee15,wesa,eescajeda,30-May-11,150,64.4477,-164.93652,east,in,,17-Jun-11,168,searcher,140165836,140165964,db,"r,dg,w","m,gfe",-,lv,"m,gfe,db",-,"r,y,lb",-,c5,2,140165836,140165964,4,4,30-May-11,2,18-Jun-11,169,18-Jun-11,169,26-May-11,146,29-May-11,18-Jun-11,169,hatch,inc,hatched,,b,0,0,0,unknown,0,0,,0,NA,,NA,dest,lom,5,,,Photo,in,0
17,2010,nome,10nome10wesabs06,wesa,bschwarz,29-May-10,149,64.44485,-164.933233,,,,16-Jun-10,167,searcher,228156947,140165964,"gfe,db",-,"m,y",-,c7,"m,gfe,db",-,"r,y,lb",-,c5,2,228156947,140165964,3,3,29-May-10,2,19-Jun-10,170,19-Jun-10,170,27-May-10,147,30-May-10,19-Jun-10,170,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,BLES,95,,,,in,0
31,2010,nome,10nome10wesanh09,wesa,nhentze,03-Jun-10,154,64.44514,-164.93335,,,,16-Jun-10,167,searcher,197100235,140165965,gfe,-,m,-,p3,"m,gfe,db",-,"r,o,lg",-,cy,2,197100235,140165965,3,3,10-Jun-10,14,21-Jun-10,172,21-Jun-10,172,29-May-10,149,1-Jun-10,21-Jun-10,172,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,BLES,10,,,,in,0
w.32,2011,nome,11nome11sesate04,sesa,tesson,27-May-11,147,64.44408,-164.96066,west,in,,14-Jun-11,165,searcher,140165822,140165966,"m,gfe",db,-,"r,y,dg",klu,"y,o,w",-,"m,gfe,db",-,kmj,2,140165822,140165966,4,4,27-May-11,2,16-Jun-11,167,16-Jun-11,167,24-May-11,144,27-May-11,16-Jun-11,167,hatch,inc,hatched,,b,0,0,0,unknown,0,0,,0,NA,,NA,mst,bles,10,,,Photo,in,0
8,2010,nome,10nome10wesanh04,wesa,nhentze,29-May-10,149,64.44424,-164.94582,,,,13-Jun-10,164,searcher,140165961,140165967,"m,gfe,db",-,"r,gy,w",-,c3,"m,gfe,db",-,"r,r,w",-,cl,2,140165961,140165967,4,4,29-May-10,4,17-Jun-10,168,17-Jun-10,168,25-May-10,145,28-May-10,17-Jun-10,168,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,BLES,50,,,,in,0
c.42,2011,nome,11nome11wesawe14,wesa,wenglish,31-May-11,151,64.4445,-164.94688,central,in,,11-Jun-11,162,searcher,140165961,140165967,"m,gfe,db",-,"r,gy,w",-,c3,"m,gfe,db",-,"r,r,w",-,cl,2,140165961,140165967,4,4,31-May-11,9,15-Jun-11,166,16-Jun-11,167,23-May-11,143,26-May-11,15-Jun-11,166,hatch,inc,hatched,,"m, rf",0,0,,unknown,0,0,,0,NA,,NA,dest,lom,5,,,"Photo; 15-Jun 1 egg unhatched; 16-Jun no eggs, birds nearby but closer to adjacent nest - couldn't locate chicks",in,0
58,2010,nome,10nome10sesanh06,sesa,nhentze,10-Jun-10,161,64.44452,-164.93808,,,,19-Jun-10,170,searcher,140165975,140165969,"y,o,o",-,"m,gfe,db",-,kmk,"y,lg,w",-,"m,gfe,db",-,kjj,2,140165975,140165969,4,4,10-Jun-10,11,24-Jun-10,175,24-Jun-10,175,27-May-10,147,30-May-10,,,float,inc,unknown,,,NA,,,,,,,0,NA,,NA,,BLES w/ Willow,35,,,"no frags in nest cup; y,o,o calling in area, maybe hatch success",in,0
c.23,2014,nome,14nomesesa306,sesa,eweiser,02-Jun-14,153,64.44424,-164.93811,central,in,,25-Jun-14,176,searcher,140165969,140165974,"y,lg,w",-,"m,gfe,db",-,kjj,"y,gy,gy",-,"m,gfe,db",-,kjk,2,140165969,140165974,4,1,,,10-Jun-14,161,16-Jun-14,167,2-Jun-14,153,5-Jun-14,,,lay,lay,failed,predation,,0,0,0,0,4,0,,0,NA,,NA,,lom,40,,,egg shell found next to the nest cup,in,0
c.42,2013,nome,13nome13sesa420,sesa,wenglish,16-Jun-13,167,64.44353,-164.95178,central,in,,06-Jul-13,187,searcher,140166193,140165974,"m,gfe",db,-,"o,w,y",cvn,"y,gy,gy",-,"m,gfe,db",-,kjk,2,140166193,140165974,3,3,16-Jun-13,0,6-Jul-13,187,6-Jul-13,187,14-Jun-13,165,17-Jun-13,6-Jul-13,187,hatch,inc,hatched,,rb,0,0,0,0,0,0,,0,NA,,NA,,bles,5,,,,in,0
c.35,2011,nome,11nome11sesate17,sesa,tesson,09-Jun-11,160,64.44364,-164.9509,central,in,,02-Jul-11,183,searcher,140166193,140165974,"m,gfe",db,-,"o,w,y",cvn,"y,gy,gy",-,"m,gfe,db",-,kjk,2,140166193,140165974,4,1,21-Jun-11,10,23-Jun-11,174,28-Jun-11,179,9-Jun-11,160,12-Jun-11,,,lay,lay,unknown,,b,0,0,,unknown,,0,,0,NA,,NA,mst,bles,20,,,Photo with dummy eggs on 28-Jun,in,0
28,2010,nome,10nome10sesaij01,sesa,ijong,01-Jun-10,152,64.444,-164.92665,,,,21-Jun-10,172,searcher,140165982,140165979,"w,y,y",-,"m,gfe,db",-,kmh,"y,r,gy",-,"m,gfe,db",-,kjh,2,140165982,140165979,4,4,1-Jun-10,0,21-Jun-10,172,20-Jun-10,171,29-May-10,149,31-May-10,20-Jun-10,171,hatch,inc,hatched,,,NA,,,,,1,,1,NA,,NA,,BLES,10,,,one egg fate unknown,out,0
26,2010,nome,10nome10sesabs03,sesa,bschwarz,01-Jun-10,152,64.4436,-164.930983,,,,20-Jun-10,171,searcher,140165980,140165983,"w,r,lb",-,"m,gfe,db",-,kjx,"w,w,lb",-,"m,gfe,db",-,kjl,2,140165980,140165983,4,4,1-Jun-10,1,24-Jun-10,175,21-Jun-10,172,28-May-10,148,1-Jun-10,21-Jun-10,172,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,BLES w/ Willow,85,,,"on the 24th of June, kjl nearby calling, wwlb alarm calling near nest",in,0
23,2010,nome,10nome10sesabs02,sesa,bschwarz,01-Jun-10,152,64.443383,-164.9318,,,,20-Jun-10,171,searcher,140165981,140165984,"w,y,gy",-,"m,gfe,db",-,kme,"w,o,r",-,"m,gfe,db",-,kjt,2,140165981,140165984,4,4,1-Jun-10,1,21-Jun-10,172,21-Jun-10,172,29-May-10,149,1-Jun-10,21-Jun-10,172,hatch,inc,hatched,,,NA,,1,,,,,0,NA,,NA,,BLES w/ Willow,2,,,no chicks seen but both adults nearby giving alarm calls,in,0
c.34,2012,nome,12nome12sesamh44,sesa,mharing,08-Jun-12,160,64.4435,-164.94707,central,in,,24-Jun-12,176,searcher,257152622,140165988,"gfe,db",-,m,"gy,r,o",ctx,"w,lb,y",-,"m,gfe,db",-,kmm,2,257152622,140165988,4,4,8-Jun-12,5,24-Jun-12,176,24-Jun-12,176,1-Jun-12,153,4-Jun-12,24-Jun-12,176,hatch,inc,hatched,,"1,ru",0,0,0,0,0,0,0,0,0,4,NA,,lom,10,,,,in,0
e.32,2012,nome,12nome12sesaek13,sesa,ekwon,09-Jun-12,161,64.44614,-164.93703,east,in,,28-Jun-12,180,searcher,140166151,140165990,"m,gfe",db,-,"y,r,o",eku,"m,gfe,db",-,"w,r,lg",-,kjp,2,140166151,140165990,4,4,9-Jun-12,1,27-Jun-12,179,27-Jun-12,179,4-Jun-12,156,7-Jun-12,27-Jun-12,179,hatch,inc,hatched,,"ru,ru",0,0,0,0,0,0,0,0,0,4,NA,,lam,15,,,,in,0
c.14,2013,nome,13nome13wesa317,wesa,triecke,05-Jun-13,156,64.44488,-164.94589,central,in,,23-Jun-13,174,searcher,140165842,140165991,db,"y,o,gy","m,gfe",-,ll,"m,gfe,db",-,"r,y,gy",-,ha,2,140165842,140165991,4,4,5-Jun-13,2,15-Jun-13,166,19-Jun-13,170,31-May-13,151,3-Jun-13,,,float,inc,failed,predation,rb,0,0,0,0,4,0,,0,NA,,NA,,bles,50,,,,in,0
c.09,2014,nome,14nomewesa113,wesa,dhodkinson,27-May-14,147,64.44471,-164.94592,central,in,,11-Jun-14,162,searcher,140165842,140165991,db,"y,o,gy","m,gfe",-,ll,"m,gfe,db",-,"r,y,gy",-,ha,2,140165842,140165991,4,4,27-May-14,5,8-Jun-14,159,10-Jun-14,161,19-May-14,139,22-May-14,,,float,inc,unknown,,,0,0,0,0,4,0,,0,NA,,NA,,bles,70,,,likely depredated,in,0
c.07,2012,nome,12nome12wesabks02,wesa,bksandercock,30-May-12,151,64.44485,-164.94594,central,in,,19-Jun-12,171,searcher,140165842,140165991,db,"y,o,gy","m,gfe",-,ll,"r,y,gy",-,"m,gfe,db",-,ha,2,140165842,140165991,4,4,30-May-12,0,21-Jun-12,173,21-Jun-12,173,29-May-12,150,1-Jun-12,21-Jun-12,173,hatch,inc,hatched,,"ru,ru",0,0,0,0,0,0,0,0,0,4,NA,,bles,90,,,,in,0
39,2010,nome,10nome10wesaij05,wesa,ijong,04-Jun-10,155,64.44685,-164.941167,,,,23-Jun-10,174,searcher,197100521,140165991,gfe,-,m,-,xy,"m,gfe,db",-,"r,y,gy",-,ha,2,197100521,140165991,4,4,,1,24-Jun-10,175,24-Jun-10,175,31-May-10,151,3-Jun-10,,,float,inc,unknown,,,NA,,,,,,,0,NA,,NA,,BLES,35,,,,in,0
w.26,2012,nome,12nome12sesamh25,sesa,mharing,05-Jun-12,157,64.44428,-164.95461,west,in,,21-Jun-12,173,searcher,257152458,140165993,"m,db",-,"geo,dg",-,#b228,"w,w,r",-,"m,gfe,db",-,kjn,2,257152458,140165993,4,4,5-Jun-12,4,21-Jun-12,173,21-Jun-12,173,30-May-12,151,2-Jun-12,22-Jun-12,174,hatch,inc,hatched,,"1,ru",0,0,2,0,0,0,2,2,0,2,NA,,bles,40,geolocator_adult,,Geolocator #B228,in,0
70,2010,nome,10nome10sesabs09,sesa,bschwarz,12-Jun-10,163,64.44386,-164.9552,,,,22-Jun-10,173,searcher,140166111,140165994,"w,o,o",-,"m,gfe,db",-,kmx,"w,w,o",-,"m,gfe,db",-,kml,2,140166111,140165994,4,4,12-Jun-10,10,25-Jun-10,176,19-Jun-10,170,30-May-10,150,2-Jun-10,,,float,inc,unknown,,,NA,,3,,,,,0,NA,,NA,,BLES,10,,,,in,0
42,2010,nome,10nome10sesaij04,sesa,ijong,05-Jun-10,156,64.443967,-164.954517,,,,25-Jun-10,176,searcher,140165993,140165996,"w,w,r",-,"m,gfe,db",-,kjn,"gy,r,y",-,"m,gfe,db",-,kll,2,140165993,140165996,4,4,5-Jun-10,0,22-Jun-10,173,22-Jun-10,173,2-Jun-10,153,5-Jun-10,,,float,inc,unknown,,,NA,,,,,,,0,NA,,NA,,"50% BLES, 50% BLES w/ moss",50,,,,in,0
44,2010,nome,10nome10wesaij06,wesa,ijong,06-Jun-10,157,64.4438,-164.928333,,,,20-Jun-10,171,searcher,140165985,140166101,"m,gfe,db",-,"r,w,y",-,tc,"m,gfe,db",-,"o,r,r",-,tp,2,140165985,140166101,4,4,6-Jun-10,6,24-Jun-10,175,24-Jun-10,175,1-Jun-10,152,3-Aug-10,24-Jun-10,175,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,"75% BLES w/ Willow, 25% LOM",5,,,"both m and f chasing, calling, singing",out,0
7,2010,nome,10nome10wesanh03,wesa,nhentze,29-May-10,149,64.44575,-164.94589,,,,13-Jun-10,164,searcher,140166106,140166105,"m,gfe,db",-,"o,o,y",-,tx,"m,gfe,db",-,"o,o,r",-,th,2,140166106,140166105,4,4,29-May-10,5,19-Jun-10,170,16-Jun-10,167,24-May-10,144,27-May-10,16-Jun-10,167,hatch,inc,hatched,,,NA,,,2,,2,,2,NA,,NA,,BLES,30,,,"birds moving an egg, embryos at 15 days when eggs dissected on the 29th",in,0
c.29,2011,nome,11nome11wesasf01,wesa,sfranks,24-May-11,144,64.44492,-164.94308,central,in,,11-Jun-11,162,searcher,140179200,140166105,db,"gy,r,w","m,gfe",-,el,"m,gfe,db",-,"o,o,r",-,th,2,140179200,140166105,3,3,27-May-11,5,14-Jun-11,165,14-Jun-11,165,23-May-11,143,25-May-11,14-Jun-11,165,hatch,inc,hatched,,"m,rf",0,0,0,unknown,0,0,,0,NA,,NA,mst,bles,50,,,,in,0
c.24,2014,nome,14nomewesa220,wesa,sfranks,03-Jun-14,154,64.44562,-164.94223,central,in,,24-Jun-14,175,searcher,193102303,140166105,-,db,"gfe,m",-,0vv,"m,gfe,db",-,"o,o,r",-,th,2,193102303,140166105,4,4,3-Jun-14,0,16-Jun-14,167,20-Jun-14,171,1-Jun-14,152,4-Jun-14,,,float,inc,unknown,,,0,0,0,0,4,0,,0,NA,,NA,,bles,30,,,,in,1
c.01,2013,nome,13nome13wesa304,wesa,triecke,01-Jun-13,152,64.44489,-164.94287,central,in,,20-Jun-13,171,searcher,197100550,140166105,"db,gfe",-,m,"gy,y,dg",0ne,"m,gfe,db",-,"o,o,r",-,th,2,197100550,140166105,4,4,1-Jun-13,1,21-Jun-13,172,21-Jun-13,172,29-May-13,149,1-Jun-13,21-Jun-13,172,hatch,inc,hatched,,rb,1,0,0,unknown,0,0,,0,NA,,NA,,bles,25,,,Egg #1 collected.,in,0
c.08,2012,nome,12nome12wesabks03,wesa,bksandercock,30-May-12,151,64.44556,-164.94197,central,in,,18-Jun-12,170,searcher,257152607,140166105,"m,db",-,"geo,dg",-,#b218,"m,gfe,db",-,"o,o,r",-,th,2,257152607,140166105,4,4,30-May-12,1,27-Jun-12,179,28-Jun-12,180,26-May-12,147,29-May-12,,,float,inc,failed,predation,b,0,0,1,0,0,0,2,2,2,0,NA,,bles,5,geolocator_adult,,Geolocator #B218 Male only,in,0
12,2010,nome,10nome10wesanh06,wesa,nhentze,30-May-10,150,64.44389,-164.96089,,,,13-Jun-10,164,searcher,140165954,140166107,"m,gfe,db",-,"r,w,gy",-,cn,"m,gfe,db",-,"o,o,w",-,tl,2,140165954,140166107,4,4,30-May-10,6,16-Jun-10,167,16-Jun-10,167,24-May-10,144,27-May-10,16-Jun-10,167,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,BLES,90,,,,in,0
