Original_band,Year,Sex,Sex_method
242147129,2014,m,nest_observation
242147130,2014,u,undocumented
242147131,2014,m,nest_observation
242147132,2014,m,nest_observation
242147133,2014,m,nest_observation
242147134,2014,u,undocumented
242147136,2014,m,nest_observation
242147137,2014,m,nest_observation
242147138,2014,f,nest_observation
242147140,2014,u,undocumented
242147141,2014,m,nest_observation
242147142,2014,u,undocumented
242147143,2014,m,nest_observation
242147144,2014,m,nest_observation
242147145,2014,f,nest_observation
242147146,2014,m,nest_observation
242147147,2014,m,nest_observation
242147148,2014,m,nest_observation
242147149,2014,m,nest_observation
242147150,2014,m,nest_observation
242147151,2014,f,nest_observation
242147152,2014,m,nest_observation
242147153,2014,m,nest_observation
242147154,2014,m,nest_observation
242147155,2014,m,nest_observation
242171401,2013,m,plumage
242171402,2014,m,plumage
242171403,2010,m,plumage
242171404,2010,u,undocumented
242171405,2010,u,undocumented
242171406,2010,u,undocumented
242171407,2010,u,undocumented
242171408,2010,u,undocumented
242171409,2010,u,undocumented
242171410,2010,u,undocumented
242171411,2010,u,undocumented
242171412,2010,u,undocumented
242171413,2010,u,undocumented
242171414,2010,u,undocumented
242171416,2010,u,undocumented
242171417,2010,u,undocumented
242171418,2010,u,undocumented
242171419,2010,u,undocumented
242171420,2010,u,undocumented
242171421,2010,u,undocumented
242171422,2010,u,undocumented
242171423,2010,u,undocumented
242171424,2010,u,undocumented
242171425,2010,u,undocumented
242171426,2010,u,undocumented
242171427,2010,u,undocumented
242171428,2010,u,undocumented
242171429,2010,u,undocumented
242171430,2010,u,undocumented
242171431,2010,u,undocumented
242171432,2010,u,undocumented
242171433,2010,u,undocumented
242171434,2010,u,undocumented
242171435,2010,u,undocumented
242171436,2010,u,undocumented
242171437,2010,u,undocumented
242171438,2010,m,nest_record
242171439,2011,f,plumage
242171440,2011,f,plumage
242171441,2011,f,plumage
242171442,2011,f,plumage
242171443,2011,u,undocumented
242171444,2011,u,undocumented
242171445,2011,u,undocumented
242171446,2011,u,undocumented
242171447,2011,u,undocumented
242171448,2011,u,undocumented
242171449,2011,u,undocumented
242171450,2011,u,undocumented
242171451,2011,u,undocumented
242171452,2011,u,undocumented
242171453,2011,u,undocumented
242171454,2011,u,undocumented
242171455,2011,u,undocumented
242171456,2011,u,undocumented
242171457,2011,u,undocumented
242171458,2011,u,undocumented
242171459,2011,u,undocumented
242171460,2011,u,undocumented
242171461,2013,u,undocumented
242171462,2011,u,undocumented
242171464,2011,u,undocumented
242171465,2011,f,plumage
242171466,2011,f,plumage
242171467,2011,u,undocumented
242171468,2011,u,undocumented
242171469,2011,u,undocumented
242171470,2011,u,undocumented
242171471,2011,u,undocumented
242171472,2011,u,undocumented
242171473,2011,f,plumage
242171474,2011,u,undocumented
242171475,2011,u,undocumented
242171476,2011,u,undocumented
242171477,2011,u,undocumented
242171480,2011,u,undocumented
242171481,2011,u,undocumented
242171482,2013,u,undocumented
242171483,2013,f,plumage
242171484,2013,f,nest_observation
242171485,2013,u,undocumented
242171486,2013,u,undocumented
242171487,2013,f,plumage
242171488,2013,f,plumage
242171489,2013,f,plumage
242171490,2013,u,undocumented
242171491,2013,u,undocumented
242171492,2013,u,undocumented
242171493,2013,u,undocumented
242171494,2013,u,undocumented
242171495,2013,u,undocumented
242171496,2013,u,undocumented
242171497,2013,u,undocumented
242171498,2013,u,undocumented
242171499,2013,u,undocumented
242171500,2013,u,undocumented
242189546,2011,u,undocumented
242189547,2011,u,undocumented
242189548,2011,u,undocumented
243171415,2010,u,undocumented
243189501,2010,u,undocumented
243189502,2010,m,plumage
243189503,2010,m,plumage
243189504,2010,u,undocumented
243189505,2010,u,undocumented
243189506,2010,u,undocumented
243189507,2010,m,plumage
243189508,2010,u,undocumented
243189509,2010,u,undocumented
243189510,2010,u,undocumented
243189511,2010,u,undocumented
243189512,2010,u,undocumented
243189513,2010,u,undocumented
243189514,2010,m,plumage
243189515,2010,u,undocumented
243189516,2010,u,undocumented
243189518,2010,u,undocumented
243189519,2010,u,undocumented
243189520,2010,u,undocumented
243189521,2010,u,undocumented
243189522,2010,u,undocumented
243189523,2010,u,undocumented
243189524,2010,u,undocumented
243189525,2010,u,undocumented
243189526,2010,u,undocumented
243189527,2010,u,undocumented
243189528,2010,m,plumage
243189529,2010,m,plumage
243189530,2010,u,undocumented
243189531,2010,u,undocumented
243189532,2010,u,undocumented
243189533,2010,u,undocumented
243189534,2010,u,undocumented
243189535,2010,u,undocumented
243189536,2010,u,undocumented
243189537,2010,u,undocumented
243189538,2011,u,undocumented
243189539,2011,u,undocumented
243189540,2012,u,undocumented
243189542,2011,u,undocumented
243189543,2013,u,undocumented
243189544,2011,u,undocumented
243189545,2011,u,undocumented
243189549,2011,u,undocumented
243189550,2011,m,plumage
243189551,2011,m,plumage
243189552,2011,u,undocumented
243189553,2011,m,plumage
243189554,2013,m,plumage
243189555,2011,m,plumage
243189556,2011,u,undocumented
243189557,2011,u,undocumented
243189558,2011,u,undocumented
243189559,2011,u,undocumented
243189591,2011,u,undocumented
244122701,2005,u,undocumented
244122702,2005,u,undocumented
244122703,2005,u,undocumented
244122704,2005,u,undocumented
244137810,2014,u,undocumented
244137811,2014,u,undocumented
244137812,2014,u,undocumented
244137813,2014,u,undocumented
244137814,2014,u,undocumented
244137815,2014,u,undocumented
244137816,2014,u,undocumented
244137817,2014,u,undocumented
244137818,2014,u,undocumented
244137819,2014,u,undocumented
244137820,2014,u,undocumented
244137821,2014,u,undocumented
244137822,2014,u,undocumented
244137823,2014,u,undocumented
244137824,2014,u,undocumented
244137831,2014,u,undocumented
244137833,2014,u,undocumented
245102008,2014,u,undocumented
245102009,2014,u,undocumented
245102010,2014,u,undocumented
245102011,2014,u,undocumented
245102012,2014,f,nest_observation
245102013,2014,m,nest_observation
245102014,2014,f,nest_observation
245102015,2014,f,nest_observation
245102016,2014,f,nest_observation
245102017,2014,m,nest_observation
245102018,2014,f,nest_observation
245102019,2014,u,undocumented
245102020,2014,u,undocumented
245102021,2014,u,undocumented
245102022,2014,u,undocumented
245102023,2014,f,nest_observation
245102024,2014,f,nest_observation
245102025,2014,m,nest_observation
245102026,2014,f,nest_observation
245102027,2014,m,nest_observation
245102028,2014,f,nest_observation
245102029,2014,f,nest_observation
245102030,2014,f,nest_observation
245102031,2014,f,nest_observation
245102032,2014,f,nest_observation
245102033,2014,f,nest_observation
245102034,2014,m,nest_observation
245102035,2014,f,nest_observation
245102036,2014,f,nest_observation
245102037,2014,m,nest_observation
245102038,2014,u,undocumented
245102039,2014,f,nest_observation
245102040,2014,f,nest_observation
245102041,2014,m,nest_observation
245102042,2014,f,nest_observation
245102043,2014,m,nest_observation
245102047,2014,m,nest_observation
245102048,2014,f,nest_observation
245102049,2014,m,nest_observation
245102050,2014,f,nest_observation
245102051,2014,f,nest_observation
245102052,2014,m,nest_observation
245102053,2014,m,nest_observation
245102054,2014,m,nest_observation
245102055,2014,m,nest_observation
245102056,2014,f,nest_observation
245102057,2014,f,nest_observation
245102058,2014,m,nest_observation
245102059,2014,f,nest_observation
245102060,2014,f,nest_observation
245102061,2014,m,nest_observation
245102062,2014,f,nest_observation
245102063,2014,u,undocumented
245102064,2014,u,undocumented
245102065,2014,f,nest_observation
245102066,2014,f,nest_observation
245102067,2014,m,nest_observation
245102068,2014,f,nest_observation
245102069,2014,m,nest_observation
245102070,2014,m,nest_observation
245102071,2014,m,nest_observation
245102072,2014,f,nest_observation
245102073,2014,f,nest_observation
245102074,2014,f,nest_observation
245102075,2014,u,undocumented
245102076,2014,f,nest_observation
245102077,2014,m,nest_observation
245102078,2014,f,nest_observation
245102079,2014,f,nest_observation
245102080,2014,u,undocumented
245102081,2014,u,undocumented
245102082,2014,m,nest_observation
245102088,2014,u,undocumented
245102089,2014,f,nest_observation
245102091,2014,u,undocumented
245102092,2014,m,nest_observation
245102093,2014,m,nest_observation
245102094,2014,m,nest_observation
245102095,2014,m,nest_observation
245102096,2014,f,nest_observation
245102097,2014,f,nest_observation
245102098,2014,f,nest_observation
245102099,2014,f,nest_observation
245102100,2014,m,nest_observation
245107601,2014,m,nest_observation
245107602,2014,f,nest_observation
245107603,2014,m,nest_observation
245107604,2014,f,nest_observation
245107605,2014,m,nest_observation
245107606,2014,f,nest_observation
245107607,2014,u,undocumented
245107608,2014,f,nest_observation
245107609,2014,f,nest_observation
245107610,2014,f,nest_observation
245107611,2014,m,nest_observation
245107612,2014,m,nest_observation
245107613,2014,f,nest_observation
245107614,2014,f,nest_observation
245107615,2014,f,nest_observation
245107616,2014,m,nest_observation
245107617,2014,f,nest_observation
245107618,2014,u,undocumented
245107619,2014,f,nest_observation
245107620,2014,f,nest_observation
245107621,2014,f,nest_observation
245107622,2014,m,nest_observation
245107623,2014,f,nest_observation
245107624,2014,f,nest_observation
245107625,2014,m,nest_observation
245107626,2014,f,nest_observation
245107627,2014,f,nest_observation
245107628,2014,u,undocumented
245107629,2014,f,nest_observation
245107630,2014,f,nest_observation
245107631,2014,f,nest_observation
245107632,2014,m,nest_observation
245107633,2014,f,nest_observation
245107634,2014,m,nest_observation
245107635,2014,m,nest_observation
245107636,2014,m,nest_observation
245107637,2014,m,nest_observation
245107638,2014,m,nest_observation
245107639,2014,m,nest_observation
245107640,2014,m,nest_observation
245107641,2014,m,nest_observation
245107642,2014,f,nest_observation
245107643,2014,m,nest_observation
245107644,2014,m,nest_observation
245115831,2011,m,plumage
245115832,2011,f,plumage
245115834,2012,m,plumage
245115835,2012,f,plumage
245115836,2012,m,plumage
245115837,2012,m,plumage
245115838,2012,m,plumage
245115839,2012,m,plumage
245115840,2012,f,dfa
245115841,2012,f,plumage
245115842,2012,u,undocumented
245115843,2012,f,plumage
245115844,2012,m,plumage
245115845,2012,f,plumage
245115846,2012,f,plumage
245115847,2012,f,plumage
245115848,2012,f,plumage
245115849,2012,m,plumage
245115850,2012,f,plumage
245115851,2012,f,plumage
245115852,2012,m,plumage
245115853,2012,f,plumage
245115854,2012,m,bill
245115855,2012,m,plumage
245115856,2012,m,plumage
245115857,2011,f,plumage
245115858,2011,f,plumage
245115859,2011,f,plumage
245115860,2011,f,plumage
245115861,2011,f,plumage
245115862,2011,f,plumage
245115863,2011,m,plumage
245115864,2011,f,plumage
245115865,2011,m,plumage
245115866,2011,f,plumage
245115867,2011,f,plumage
245115868,2011,m,plumage
245115869,2011,f,plumage
245115870,2011,m,plumage
245115871,2011,f,chd-mate
245115872,2011,m,dfa
245115874,2011,f,dfa
245115875,2011,m,dfa
245115876,2011,f,dfa
245115877,2011,f,dfa
245115878,2011,f,chd-mate
245115879,2011,f,dfa
245115881,2011,f,dfa
245115882,2011,m,dfa
245115883,2011,m,plumage
245115884,2011,m,dfa
245115885,2011,f,dfa
245115886,2011,f,dfa
245115887,2011,m,dfa
245115888,2011,f,dfa
245115889,2011,f,plumage
245115890,2011,f,dfa
245115891,2011,f,plumage
245115892,2011,f,dfa
245115893,2011,f,dfa
245115894,2011,f,plumage
245115895,2011,f,dfa
245115896,2011,m,plumage
245115897,2011,f,plumage
245115898,2011,f,dfa
245115899,2011,f,dfa
245115900,2014,f,"dna-mate, dfa"
245115901,2011,m,plumage
245115902,2011,m,plumage
245115903,2011,u,undocumented
245115904,2011,u,undocumented
245115905,2011,u,undocumented
245115906,2013,m,plumage
245115907,2012,m,dfa
245115908,2012,f,plumage
245115909,2012,m,plumage
245115910,2014,m,dfa
245115911,2012,m,overall size
245115912,2014,m,dfa
245115913,2013,m,dfa-mate
245115914,2012,f,plumage
245115915,2012,m,dfa-mate
245115916,2012,f,dfa
245115917,2012,f,overall size
245115919,2012,f,plumage
245115920,2012,m,dfa
245115921,2013,f,dfa
245115922,2012,m,overall size
245115923,2014,f,dfa
245115924,2012,f,plumage
245115925,2013,u,undocumented
245115926,2012,m,plumage
245115927,2012,m,plumage
245115928,2012,m,overall size
245115929,2012,f,plumage
245115930,2012,m,plumage
245115931,2012,m,plumage
245115932,2012,m,overall size
245115933,2012,m,plumage
245115934,2013,f,dfa
245115935,2012,f,dfa
245115936,2012,f,dfa
245115938,2012,m,dfa
245115939,2012,m,plumage
245115940,2012,f,dfa
245115941,2011,u,undocumented
245115942,2011,u,undocumented
245115943,2011,u,undocumented
245115944,2011,u,undocumented
245115945,2011,u,undocumented
245115946,2011,u,undocumented
245115947,2011,u,undocumented
245115948,2011,u,undocumented
245115949,2011,u,undocumented
245115950,2011,u,undocumented
245115951,2011,u,undocumented
245115952,2011,u,undocumented
245115953,2011,u,undocumented
245115954,2011,u,undocumented
245115955,2011,u,undocumented
245115956,2012,f,plumage
245115957,2012,f,plumage
245115958,2012,m,bill
245115959,2012,f,bill
245115960,2012,m,plumage
245115961,2012,f,plumage
245115962,2012,m,plumage
245115963,2012,m,dfa
245115964,2012,f,plumage
245115965,2012,f,plumage
245115966,2012,f,plumage
245115967,2012,f,plumage
245115968,2012,m,plumage
245115969,2012,f,bill
245115970,2012,m,plumage
245115971,2012,m,dfa
245115972,2012,m,overall size
245115973,2014,m,dfa
245115974,2012,f,plumage
245115975,2012,m,plumage
245115976,2013,m,plumage
245115977,2012,m,plumage
245115978,2012,f,plumage
245115979,2012,m,plumage
245115980,2012,f,plumage
245115981,2012,f,plumage
245115982,2012,f,plumage
245115983,2012,f,plumage
245115984,2012,f,plumage
245115985,2012,m,dfa
245115986,2012,f,dfa-mate-recap
245115987,2012,f,plumage
245115988,2012,f,plumage
245115989,2012,f,overall size
245115990,2012,f,plumage
245115991,2012,f,plumage
245115992,2012,f,plumage
245115993,2012,f,plumage
245115994,2012,m,plumage
245115995,2012,f,plumage
245115996,2012,m,plumage
245115997,2012,f,plumage
245115998,2012,m,plumage
245115999,2012,f,overall size
245116000,2012,m,plumage
245116001,2011,f,plumage
245116002,2011,m,dfa
245116003,2011,m,plumage
245116004,2011,f,chd-mate
245116005,2011,f,plumage
245116006,2011,m,chd-mate
245116007,2011,f,plumage
245116008,2011,f,plumage
245116009,2011,m,plumage
245116010,2011,f,plumage
245116011,2011,m,dfa
245116012,2011,m,plumage
245116013,2011,m,plumage
245116014,2011,m,plumage
245116015,2011,m,plumage
245116016,2011,f,plumage
245116017,2011,f,plumage
245116018,2011,f,dfa
245116019,2011,f,dfa
245116020,2011,m,plumage
245116021,2011,m,plumage
245116022,2011,m,plumage
245116023,2011,f,dfa
245116024,2011,f,plumage
245116025,2011,f,plumage
245116027,2011,f,plumage
245116028,2011,m,plumage
245116029,2011,f,plumage
245116030,2012,m,plumage
245116032,2012,m,plumage
245116033,2012,m,plumage
245116034,2012,f,plumage
245116035,2012,f,plumage
245116036,2012,m,plumage
245116037,2012,m,plumage
245116039,2012,f,bill
245116040,2012,m,plumage
245116041,2012,m,plumage
245116042,2012,m,plumage
245116043,2012,f,plumage
245116044,2014,m,plumage
245116045,2012,m,plumage
245116046,2012,m,plumage
245116047,2012,m,plumage
245116049,2014,m,plumage
245116050,2012,f,plumage
245116051,2011,f,dfa
245116052,2011,f,plumage
245116053,2011,m,dfa
245116054,2011,f,plumage
245116055,2011,f,plumage
245116056,2014,m,dfa
245116057,2011,f,mate_compare
245116058,2011,m,153114080
245116059,2012,m,plumage
245116060,2011,f,dfa
245116061,2011,f,dfa
245116062,2011,m,plumage
245116063,2011,m,plumage
245116064,2011,f,overall size
245116065,2011,f,overall size-mate
245116066,2011,m,dfa
245116067,2013,m,dfa
245116068,2014,m,dfa
245116069,2011,f,incubating
245116070,2011,m,dfa
245116071,2011,m,plumage
245116072,2011,f,plumage
245116073,2011,m,plumage
245116074,2011,f,dfa
245116075,2011,f,plumage
245116076,2011,f,chd-mate
245116077,2011,f,dfa
245116078,2013,f,dfa
245116080,2011,m,plumage
245116081,2011,m,plumage
245116082,2011,f,plumage
245116083,2011,f,plumage
245116084,2011,m,dfa-mate
245116085,2011,f,plumage
245116086,2011,m,dfa-mate
245116087,2011,m,dfa
245116089,2012,m,bill
245116090,2011,m,dfa
245116091,2011,m,dfa-mate
245116092,2011,f,dfa
245116093,2011,m,dfa
245116094,2013,m,plumage
245116095,2012,f,plumage
245116098,2014,f,dfa
245116101,2012,m,plumage
245116102,2012,m,plumage
245116103,2012,m,plumage
245116104,2012,f,plumage
245116105,2012,f,plumage
245116106,2012,m,plumage
245116107,2012,m,plumage
245116108,2012,f,plumage
245116109,2012,m,plumage
245116110,2012,m,plumage
245116111,2012,f,plumage
245116112,2012,f,plumage
245116113,2012,m,plumage
245116114,2012,m,plumage
245116115,2012,m,plumage
245116117,2012,f,plumage
245116118,2012,f,plumage
245116119,2012,f,dfa
245116120,2012,m,plumage
245116122,2012,m,plumage
245116124,2012,m,plumage
245116125,2012,m,plumage
245116126,2012,m,plumage
245116127,2012,f,plumage
245116128,2012,m,plumage
245116129,2012,m,plumage
245116130,2012,m,plumage
245116131,2012,f,dfa
245116132,2012,f,plumage
245116133,2012,m,plumage
245116134,2012,m,plumage
245116135,2012,m,plumage
245116136,2012,f,plumage
245116137,2012,m,plumage
245116138,2012,f,plumage
245116139,2012,m,bill
245116140,2012,f,overall size
245116141,2012,m,plumage
245116142,2012,m,plumage
245116143,2012,m,plumage
245116144,2012,m,dfa
245116145,2012,m,plumage
245116146,2014,m,nest_observation
245116147,2012,f,plumage
245116148,2012,f,dfa
245116149,2012,f,overall size
245116150,2012,m,plumage
245116151,2012,m,plumage
245116152,2012,f,plumage
245116153,2014,f,dna-mate
245116154,2012,f,dfa
245116155,2012,f,dfa
245116156,2012,m,plumage
245116157,2013,u,undocumented
245116158,2014,m,dfa
245116159,2012,m,plumage
245116160,2012,m,plumage
245116161,2014,f,nest_observation
245116162,2013,f,plumage
245116164,2013,m,dfa
245116165,2013,f,dfa
245116166,2013,f,dfa
245116167,2013,m,plumage
245116168,2013,m,plumage
245116170,2013,f,dfa
245116171,2013,m,dfa
245116172,2014,f,dfa
245116173,2012,f,plumage
245116174,2012,m,dfa
245116175,2012,f,dfa
245116176,2012,u,undocumented
245116177,2013,f,plumage
245116178,2013,u,undocumented
245116179,2013,f,dfa
245116180,2014,m,nest_observation
245116181,2013,f,dfa
245116182,2012,f,dfa
245116183,2012,f,plumage
245116184,2013,f,dfa
245116185,2012,u,undocumented
245116186,2013,m,dfa
245116187,2012,f,dfa
245116188,2013,f,dfa
245116189,2013,m,dfa
245116190,2012,f,bill
245116191,2013,f,dfa
245116192,2013,m,dfa
245116193,2012,u,undocumented
245116194,2012,u,undocumented
245116195,2013,f,dfa
245116196,2013,m,dfa
245116197,2013,m,dfa
245116198,2012,m,dfa
245116199,2013,f,dfa
245116200,2012,f,plumage
245116202,2012,m,plumage
245116203,2012,m,plumage
245116204,2012,m,plumage
245116205,2012,m,plumage
245116206,2013,u,undocumented
245116207,2012,m,plumage
245116208,2012,m,plumage
245116209,2012,f,plumage
245116210,2012,f,plumage
245116211,2012,f,plumage
245116212,2012,f,plumage
245116213,2012,f,plumage
245116214,2012,f,plumage
245116215,2013,u,undocumented
245116216,2012,f,plumage
245116217,2012,f,plumage
245116218,2013,m,plumage
245116219,2013,f,plumage
245116220,2012,m,plumage
245116221,2012,m,plumage
245116222,2012,m,plumage
245116223,2014,f,dfa
245116224,2013,m,nest_observation
245116225,2013,u,undocumented
245116226,2013,m,plumage
245116227,2013,m,plumage
245116228,2014,u,undocumented
245116229,2013,u,undocumented
245116230,2013,f,plumage
245116231,2014,m,dfa
245116232,2013,m,plumage
245116233,2013,f,dfa
245116234,2013,f,dfa
245116235,2013,f,dfa
245116236,2014,f,dfa
245116238,2013,f,plumage
245116239,2013,m,dfa
245116240,2013,m,plumage
245116241,2012,f,plumage
245116242,2012,f,plumage
245116243,2012,f,plumage
245116244,2012,m,plumage
245116245,2012,f,plumage
245116246,2012,m,plumage
245116247,2012,m,plumage
245116248,2012,f,plumage
245116249,2012,f,plumage
245116250,2012,m,plumage
245116251,2013,f,plumage
245116252,2012,m,plumage
245116253,2012,m,plumage
245116254,2013,f,plumage
245116255,2013,f,plumage
245116256,2013,f,plumage
245116257,2013,f,plumage
245116259,2012,f,plumage
245116260,2012,f,plumage
245116261,2012,f,plumage
245116262,2012,f,plumage
245116264,2012,f,plumage
245116265,2012,f,plumage
245116266,2013,m,plumage
245116267,2014,f,nest_observation
245116268,2014,m,nest_observation
245116269,2013,f,plumage
245116270,2013,u,undocumented
245116271,2013,u,undocumented
245116272,2013,m,plumage
245116273,2014,f,"dfa, mate_compare"
245116274,2013,m,plumage
245116275,2013,u,undocumented
245116276,2013,m,plumage
245116277,2013,m,plumage
245116278,2013,f,plumage
245116279,2013,m,plumage
245116280,2013,m,dfa
245116281,2013,m,plumage
245116282,2013,m,plumage
245116283,2013,m,plumage
245116284,2013,m,plumage
245116285,2013,m,plumage
245116286,2013,f,plumage
245116287,2013,u,undocumented
245116288,2013,f,dfa
245116289,2013,m,plumage
245116290,2014,f,nest_observation
245116291,2013,u,undocumented
245116292,2013,f,plumage
245116293,2014,m,nest_observation
245116294,2014,m,nest_observation
245116295,2014,f,nest_observation
245116296,2014,f,nest_observation
245116297,2014,m,nest_observation
245116298,2014,u,undocumented
245116299,2014,m,nest_observation
245116300,2014,m,nest_observation
245125801,2013,f,plumage
246101401,2010,u,undocumented
246101402,2010,u,undocumented
246101403,2010,u,undocumented
246101404,2010,u,undocumented
246101405,2010,u,undocumented
246101406,2010,u,undocumented
246101407,2010,u,undocumented
246101408,2010,u,undocumented
246101409,2010,u,undocumented
246101410,2010,u,undocumented
246101411,2010,u,undocumented
246101412,2010,u,undocumented
246101413,2010,u,undocumented
246101414,2010,u,undocumented
246101415,2010,u,undocumented
246101416,2010,u,undocumented
246101417,2010,u,undocumented
246101418,2010,u,undocumented
246101419,2010,u,undocumented
246101420,2010,u,undocumented
246101713,2012,m,plumage
246101725,2013,u,undocumented
246101726,2013,u,undocumented
246101727,2013,u,undocumented
246101728,2013,u,undocumented
246101729,2013,u,undocumented
246101730,2013,u,undocumented
246101731,2013,u,undocumented
246101732,2013,u,undocumented
246101733,2013,m,nest_record
246101734,2013,u,undocumented
246101735,2013,u,undocumented
246101736,2013,m,plumage
246101737,2013,m,plumage
246101738,2014,m,plumage
246101739,2013,u,undocumented
246101740,2013,m,plumage
246101741,2013,m,plumage
246101742,2013,m,plumage
246101743,2013,f,plumage
246101744,2013,m,plumage
246101745,2013,m,plumage
246101746,2013,m,plumage
246101747,2013,m,plumage
246101748,2013,m,plumage
246101749,2013,m,plumage
246101750,2013,m,plumage
246101751,2013,u,undocumented
246101752,2013,u,undocumented
246101753,2014,m,nest_observation
246101754,2013,u,undocumented
246101755,2013,u,undocumented
246101756,2013,m,plumage
246101757,2013,u,undocumented
246101758,2013,u,undocumented
246101759,2013,u,undocumented
246101760,2013,u,undocumented
246101761,2013,u,undocumented
246101762,2013,m,plumage
246101763,2013,m,plumage
246101764,2013,m,plumage
246101765,2013,m,plumage
246101766,2013,u,undocumented
246101767,2013,u,undocumented
246101768,2013,u,undocumented
246101769,2013,u,undocumented
246101770,2013,u,undocumented
246101771,2013,u,undocumented
246101772,2013,u,undocumented
246101773,2013,u,undocumented
246101774,2013,u,undocumented
246101775,2013,u,undocumented
246101776,2013,u,undocumented
246101777,2013,u,undocumented
246101778,2013,u,undocumented
246101779,2013,u,undocumented
246101780,2013,u,undocumented
246101781,2013,u,undocumented
246101782,2013,u,undocumented
246101783,2013,u,undocumented
246101784,2013,u,undocumented
246101785,2014,m,plumage
246101786,2014,m,nest_observation
246101787,2013,m,nest_observation
246101788,2013,u,undocumented
246101789,2013,u,undocumented
246101790,2013,u,undocumented
246101791,2013,u,undocumented
246101792,2013,u,undocumented
246101793,2013,u,undocumented
246101794,2013,u,undocumented
246101795,2013,u,undocumented
246101796,2014,u,undocumented
246101797,2014,u,undocumented
246101798,2014,u,undocumented
246101799,2014,u,undocumented
246101800,2013,u,undocumented
246102584,2012,u,undocumented
246102585,2012,u,undocumented
246102586,2012,u,undocumented
246102587,2012,u,undocumented
246102588,2012,u,undocumented
246102589,2012,m,plumage
246102590,2012,m,plumage
246102591,2012,u,undocumented
246102592,2012,u,undocumented
246102593,2012,u,undocumented
246102595,2012,m,plumage
246102596,2012,u,undocumented
246102597,2012,u,undocumented
246102598,2012,u,undocumented
246102599,2012,m,plumage
246102600,2012,m,plumage
246104601,2009,f,undocumented
246104602,2010,m,bill
246107102,2013,m,nest_observation
246107103,2013,u,undocumented
246107104,2013,f,nest_observation
246107106,2013,u,undocumented
246107107,2013,f,nest_observation
246107108,2013,u,undocumented
246107109,2013,f,nest_observation
246107110,2013,u,undocumented
246107111,2013,f,nest_observation
246107112,2013,f,nest_observation
246107113,2013,u,undocumented
246107114,2013,f,nest_observation
246107115,2013,u,undocumented
246107116,2013,m,nest_observation
246107124,2014,m,nest_observation
246107125,2014,u,undocumented
246107126,2014,f,nest_observation
246107134,2014,u,undocumented
246107135,2014,u,undocumented
246107136,2014,u,undocumented
246107137,2014,u,undocumented
246107201,2013,u,undocumented
246107202,2013,u,undocumented
246107203,2013,u,undocumented
246107204,2013,u,undocumented
246107205,2013,u,undocumented
246107207,2013,u,undocumented
246107208,2013,u,undocumented
246107210,2013,u,undocumented
246107211,2013,u,undocumented
246107212,2013,u,undocumented
246107213,2013,u,undocumented
246107214,2013,u,undocumented
246107215,2013,u,undocumented
246107216,2013,u,undocumented
246107217,2013,u,undocumented
246107218,2013,u,undocumented
246107219,2013,u,undocumented
246107220,2013,u,undocumented
246107221,2013,u,undocumented
246107222,2013,u,undocumented
246107252,2013,u,undocumented
246107253,2013,u,undocumented
246107254,2013,u,undocumented
246107255,2013,u,undocumented
246107256,2013,u,undocumented
246107257,2013,u,undocumented
246107258,2013,u,undocumented
246107259,2013,u,undocumented
246107260,2013,u,undocumented
246107261,2013,u,undocumented
246107262,2013,u,undocumented
246107263,2013,u,undocumented
246107264,2013,u,undocumented
246107265,2013,u,undocumented
246107267,2013,u,undocumented
246113902,2014,f,nest_observation
246113903,2014,u,undocumented
246113904,2014,u,bill_ELW
246113905,2014,f,nest_observation
246113906,2014,m,bill_ELW
246113907,2014,f,undocumented
246113908,2014,m,nest_observation
246113909,2014,m,nest_observation
246113910,2014,m,nest_observation
246113911,2014,f,nest_observation
246113912,2014,u,undocumented
246113913,2014,m,bill_ELW
246113914,2014,m,bill_ELW
246113915,2014,m,bill_ELW
246113916,2014,f,nest_observation
246113917,2014,f,nest_observation
246113918,2014,f,nest_observation
246113919,2014,m,bill_ELW
246113920,2014,m,bill_ELW
246113921,2014,f,nest_observation
246113922,2014,m,nest_observation
246113923,2014,f,nest_observation
246113924,2014,f,nest_observation
246113925,2014,m,bill_ELW
246113926,2014,f,nest_observation
246113927,2014,m,nest_observation
246113928,2014,f,nest_observation
246113929,2014,m,nest_observation
246113930,2014,m,nest_observation
246113932,2014,m,bill_ELW
246113933,2014,f,nest_observation
246113934,2014,m,bill_ELW
246113935,2014,u,bill_ELW
246113936,2014,f,nest_observation
246113937,2014,m,bill_ELW
246113938,2014,f,nest_observation
246113939,2014,u,undocumented
246113940,2014,m,nest_observation
246113941,2014,f,nest_observation
246113942,2014,m,nest_observation
246113943,2014,m,nest_observation
246113944,2014,m,bill_ELW
246113945,2014,m,nest_observation
246113946,2014,m,nest_observation
246113947,2014,m,nest_observation
246113949,2014,f,nest_observation
246113951,2014,f,nest_observation
246113952,2014,m,nest_observation
246113953,2014,f,nest_observation
246113954,2014,f,nest_observation
246113955,2014,f,nest_observation
246113956,2014,m,nest_observation
246113957,2014,m,nest_observation
246113958,2014,f,nest_observation
246113959,2014,m,bill_ELW
246113960,2014,f,nest_observation
246113961,2014,f,bill_ELW
246113962,2014,m,nest_observation
246113963,2014,m,nest_observation
246702594,2012,u,undocumented
250103801,2009,m,undocumented
250103803,2009,f,undocumented
250103804,2009,f,undocumented
250103805,2009,f,undocumented
