id,Order,Suborder,Family,Subfamily,Genus,Species,Phylogenetic.taxon,Guild,Plant.species,Date,Fs,Tr,Plot,Repl,site.label,group,in.code,fl.fam,pl.code
406,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150717,s,o,7,5,s o 7,bee,apimel,Lamiaceae,sidgla
407,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150717,s,w,14,5,s w 14,hoverfly,eriten,Brassicaceae,horspi
408,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150717,h,o,1,5,h o 1,bee,megpar,Fabaceae,antvul
409,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Jasione amethystina,20150717,h,w,4,5,h w 4,bee,mgchsp,Campanulaceae,jasame
410,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150717,h,w,4,5,h w 4,bee,apimel,Caryophyllaceae,aretet
411,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Leucanthemopsis pectinata,20150717,s,o,13,5,s o 13,hoverfly,eriten,Asteraceae,leupec
412,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150717,s,w,1,5,s w 1,bee,xylval,Fabaceae,antvul
413,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Sideritis glacialis,20150717,h,o,5,5,h o 5,bee,mgchsp,Lamiaceae,sidgla
414,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150717,h,o,5,5,h o 5,bee,apimel,Lamiaceae,sidgla
415,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150717,h,o,5,5,h o 5,bee,apimel,Lamiaceae,sidgla
416,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,Lasioglossum,pollinator,Jasione amethystina,20150717,h,o,4,5,h o 4,bee,lascup,Campanulaceae,jasame
417,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Hormathophylla spinosa,20150716,s,w,6,5,s w 6,hoverfly,scaalb,Brassicaceae,horspi
418,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150718,s,o,6,6,s o 6,bee,apimel,Lamiaceae,sidgla
419,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150718,h,o,8,6,h o 8,bee,xylval,Fabaceae,antvul
420,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Hormathophylla spinosa,20150718,s,a,13,6,s a 13,hoverfly,scaalb,Brassicaceae,horspi
421,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Sideritis glacialis,20150718,h,w,9,6,h w 9,bee,xylval,Lamiaceae,sidgla
422,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150718,h,w,9,6,h w 9,bee,apimel,Lamiaceae,sidgla
423,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150718,h,o,9,6,h o 9,bee,apimel,Lamiaceae,sidgla
424,Lepidoptera,Glossata,Sphingidae,Macroglossinae,Macroglossum,stellatarum,Macroglossum_stellatarum,pollinator,Chaenorhinum glareosum,20150718,s,w,3,6,s w 3,bee,macste,Scrophulariaceae,chagla
425,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150718,h,a,9,6,h a 9,bee,apimel,Caryophyllaceae,aretet
426,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150718,h,w,4,6,h w 4,bee,apimel,Brassicaceae,aretet
427,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,Bombus_vestalis,pollinator,Arenaria tetraquetra subsp amabilis,20150719,h,a,2,6,h a 2,bee,bomves,Caryophyllaceae,aretet
428,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150719,h,w,2,6,h w 2,bee,xylval,Fabaceae,antvul
429,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150719,h,w,6,6,h w 6,hoverfly,eriten,Caryophyllaceae,aretet
430,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Leucanthemopsis pectinata,20150719,h,w,6,6,h w 6,hoverfly,eriten,Asteraceae,leupec
431,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Leucanthemopsis pectinata,20150719,h,w,6,6,h w 6,hoverfly,scaalb,Asteraceae,leupec
432,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150719,h,a,14,6,h a 14,bee,apimel,Caryophyllaceae,aretet
433,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150719,h,w,14,6,h w 14,bee,xylval,Fabaceae,antvul
434,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150719,h,w,10,6,h w 10,bee,apimel,Caryophyllaceae,aretet
435,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150719,s,w,7,6,s w 7,hoverfly,eriten,Brassicaceae,horspi
436,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150719,s,a,7,6,s a 7,bee,apimel,Brassicaceae,horspi
437,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150723,h,o,13,7,h o 13,bee,xylval,Fabaceae,antvul
438,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150723,s,o,8,7,s o 8,bee,apimel,Lamiaceae,sidgla
439,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150723,s,o,7,7,s o 7,bee,apimel,Lamiaceae,sidgla
440,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150723,s,o,7,7,s o 7,bee,apimel,Lamiaceae,sidgla
441,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150723,s,o,7,7,s o 7,bee,apimel,Lamiaceae,sidgla
442,Diptera,Brachycera,Bombyliidae,spA,spA,spA,Bombyliidae,pollinator,Hormathophylla spinosa,20150723,s,a,13,7,s a 13,fly,bomspa,Brassicaceae,horspi
443,Hymenoptera,Aculeata,Andrenidae,Panurginae,Panurgus,cephalotes,Panurgus_cephalotes,pollinator,Leucanthemopsis pectinata,20150723,s,w,13,7,s w 13,bee,pancep,Asteraceae,leupec
444,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150723,h,o,5,7,h o 5,bee,apimel,Lamiaceae,sidgla
445,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150723,s,o,8,7,s o 8,bee,apimel,Lamiaceae,sidgla
446,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150723,s,o,8,7,s o 8,bee,apimel,Lamiaceae,sidgla
447,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Crepis oporinoides,20150723,s,o,8,7,s o 8,hoverfly,scaalb,Asteraceae,creopo
448,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150723,s,w,14,7,s w 14,hoverfly,eriten,Brassicaceae,horspi
449,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,s,o,6,8,s o 6,bee,apimel,Lamiaceae,sidgla
450,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,s,o,6,8,s o 6,bee,apimel,Lamiaceae,sidgla
451,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Sideritis glacialis,20150724,s,o,6,8,s o 6,bee,megpar,Lamiaceae,sidgla
452,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150724,s,w,6,8,s w 6,hoverfly,eriten,Brassicaceae,horspi
453,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,h,o,5,8,h o 5,bee,apimel,Lamiaceae,sidgla
454,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,h,o,5,8,h o 5,bee,apimel,Lamiaceae,sidgla
455,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,h,o,5,8,h o 5,bee,apimel,Lamiaceae,sidgla
456,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Lotus corniculatus subsp glacialis,20150724,s,o,14,8,s o 14,bee,xylval,Fabaceae,lotcor
457,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,s,o,8,8,s o 8,bee,apimel,Lamiaceae,sidgla
458,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,s,o,8,8,s o 8,bee,apimel,Lamiaceae,sidgla
459,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,s,w,7,8,s w 7,bee,apimel,Lamiaceae,sidgla
460,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150724,s,o,7,8,s o 7,bee,apimel,Lamiaceae,sidgla
461,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,Bombus_vestalis,pollinator,Sideritis glacialis,20150727,s,o,7,9,s o 7,bumblebee,bomves,Lamiaceae,sidgla
462,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150727,s,o,7,9,s o 7,bee,apimel,Lamiaceae,sidgla
463,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150727,s,w,7,9,s w 7,bee,apimel,Lamiaceae,sidgla
464,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150727,h,w,7,9,h w 7,bee,mgchsp,Fabaceae,antvul
465,Hymenoptera,Aculeata,Megachilidae,sp,sp,sp,Megachile,pollinator,Lotus corniculatus subsp glacialis,20150727,h,w,13,9,h w 13,bee,megasp,Fabaceae,lotcor
466,Hymenoptera,Aculeata,Andrenidae,Panurginae,Panurgus,cephalotes,Panurgus_cephalotes,pollinator,Leucanthemopsis pectinata,20150727,s,o,13,9,s o 13,bee,pancep,Asteraceae,leupec
467,Hymenoptera,Aculeata,Megachilidae,sp,sp,sp,Megachile,pollinator,Lotus corniculatus subsp glacialis,20150727,s,o,14,9,s o 14,bee,megasp,Fabaceae,lotcor
468,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150727,s,o,6,9,s o 6,bee,apimel,Lamiaceae,sidgla
469,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150727,s,o,6,9,s o 6,bee,apimel,Lamiaceae,sidgla
470,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150727,h,w,1,9,h w 1,hoverfly,eriten,Caryophyllaceae,aretet
471,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Lotus corniculatus subsp glacialis,20150727,s,o,14,9,s o 14,bee,megpar,Fabaceae,lotcor
472,Hymenoptera,Aculeata,Colletidae,Colletinae,Colletes,schmidi,Colletes,pollinator,Hormathophylla spinosa,20150727,s,a,7,9,s a 7,bee,colsch,Brassicaceae,horspi
